6.500199999999999818e+03,3.484599999999999795e+02,-1.818899999999999961e+00,-6.797799999999999621e+00
6.500000000000000000e+03,3.477799999999999727e+02,-1.826400000000000023e+00,-6.782700000000000173e+00
6.499899999999999636e+03,3.471000000000000227e+02,-1.828200000000000047e+00,-6.783100000000000129e+00
6.499699999999999818e+03,3.464300000000000068e+02,-1.825800000000000090e+00,-6.788899999999999935e+00
6.499500000000000000e+03,3.457500000000000000e+02,-1.821600000000000108e+00,-6.785099999999999909e+00
6.499300000000000182e+03,3.450699999999999932e+02,-1.818100000000000049e+00,-6.790499999999999758e+00
6.499100000000000364e+03,3.443899999999999864e+02,-1.811900000000000066e+00,-6.788700000000000401e+00
6.498899999999999636e+03,3.437099999999999795e+02,-1.813299999999999912e+00,-6.789699999999999847e+00
6.498800000000000182e+03,3.430299999999999727e+02,-1.814300000000000024e+00,-6.790300000000000225e+00
6.498600000000000364e+03,3.423500000000000227e+02,-1.819399999999999906e+00,-6.789699999999999847e+00
6.498399999999999636e+03,3.416700000000000159e+02,-1.812799999999999967e+00,-6.793300000000000338e+00
6.498199999999999818e+03,3.409900000000000091e+02,-1.818999999999999950e+00,-6.792900000000000382e+00
6.498000000000000000e+03,3.403100000000000023e+02,-1.819399999999999906e+00,-6.799999999999999822e+00
6.497899999999999636e+03,3.396299999999999955e+02,-1.823299999999999921e+00,-6.796100000000000030e+00
6.497699999999999818e+03,3.389599999999999795e+02,-1.831099999999999950e+00,-6.802800000000000402e+00
6.497500000000000000e+03,3.382799999999999727e+02,-1.824999999999999956e+00,-6.801199999999999690e+00
6.497300000000000182e+03,3.375899999999999750e+02,-1.822400000000000020e+00,-6.796800000000000175e+00
6.497100000000000364e+03,3.369200000000000159e+02,-1.828899999999999970e+00,-6.796000000000000263e+00
6.496899999999999636e+03,3.362400000000000091e+02,-1.828799999999999981e+00,-6.796199999999999797e+00
6.496800000000000182e+03,3.355600000000000023e+02,-1.825599999999999890e+00,-6.800300000000000011e+00
6.496600000000000364e+03,3.348799999999999955e+02,-1.829399999999999915e+00,-6.797600000000000087e+00
6.496399999999999636e+03,3.341999999999999886e+02,-1.840700000000000003e+00,-6.801499999999999879e+00
6.496199999999999818e+03,3.335199999999999818e+02,-1.840999999999999970e+00,-6.794100000000000250e+00
6.496000000000000000e+03,3.328399999999999750e+02,-1.827599999999999891e+00,-6.789799999999999613e+00
6.495800000000000182e+03,3.321600000000000250e+02,-1.829700000000000104e+00,-6.784099999999999575e+00
6.495699999999999818e+03,3.314800000000000182e+02,-1.832300000000000040e+00,-6.787899999999999601e+00
6.495500000000000000e+03,3.308000000000000114e+02,-1.832999999999999963e+00,-6.794100000000000250e+00
6.495300000000000182e+03,3.301200000000000045e+02,-1.833700000000000108e+00,-6.795099999999999696e+00
6.495100000000000364e+03,3.294399999999999977e+02,-1.839399999999999924e+00,-6.800500000000000433e+00
6.494899999999999636e+03,3.287599999999999909e+02,-1.837699999999999889e+00,-6.800200000000000244e+00
6.494699999999999818e+03,3.280799999999999841e+02,-1.839199999999999946e+00,-6.803399999999999892e+00
6.494600000000000364e+03,3.273999999999999773e+02,-1.841499999999999915e+00,-6.807199999999999918e+00
6.494399999999999636e+03,3.267200000000000273e+02,-1.840799999999999992e+00,-6.813100000000000378e+00
6.494199999999999818e+03,3.260400000000000205e+02,-1.848100000000000076e+00,-6.824200000000000266e+00
6.494000000000000000e+03,3.253600000000000136e+02,-1.846799999999999997e+00,-6.824399999999999800e+00
6.493800000000000182e+03,3.246700000000000159e+02,-1.854300000000000059e+00,-6.821900000000000297e+00
6.493600000000000364e+03,3.239900000000000091e+02,-1.850000000000000089e+00,-6.826999999999999957e+00
6.493399999999999636e+03,3.233100000000000023e+02,-1.851799999999999891e+00,-6.827700000000000102e+00
6.493300000000000182e+03,3.226299999999999955e+02,-1.848600000000000021e+00,-6.819799999999999862e+00
6.493100000000000364e+03,3.219399999999999977e+02,-1.848500000000000032e+00,-6.824499999999999567e+00
6.492899999999999636e+03,3.212599999999999909e+02,-1.846799999999999997e+00,-6.822799999999999976e+00
6.492699999999999818e+03,3.205799999999999841e+02,-1.850200000000000067e+00,-6.814099999999999824e+00
6.492500000000000000e+03,3.198999999999999773e+02,-1.856800000000000006e+00,-6.814700000000000202e+00
6.492300000000000182e+03,3.192200000000000273e+02,-1.862800000000000011e+00,-6.806400000000000006e+00
6.492199999999999818e+03,3.185400000000000205e+02,-1.865799999999999903e+00,-6.806700000000000195e+00
6.492000000000000000e+03,3.178600000000000136e+02,-1.864700000000000024e+00,-6.812400000000000233e+00
6.491800000000000182e+03,3.171700000000000159e+02,-1.867099999999999982e+00,-6.811899999999999622e+00
6.491600000000000364e+03,3.164900000000000091e+02,-1.873099999999999987e+00,-6.806899999999999729e+00
6.491399999999999636e+03,3.158100000000000023e+02,-1.881599999999999939e+00,-6.806899999999999729e+00
6.491199999999999818e+03,3.151299999999999955e+02,-1.885999999999999899e+00,-6.806499999999999773e+00
