6.500218758907813935e+03,3.484599973668903772e+02,-1.817640249811864894e+00,-6.798295505501743996e+00,6.932000000000000384e-01
6.500036994882832914e+03,3.477801678163402244e+02,-1.824023697244016029e+00,-6.799481401804142067e+00,6.932000000000000384e-01
6.499854592513108400e+03,3.471002196761598384e+02,-1.825380992472230179e+00,-6.796869673998095607e+00,6.932000000000000384e-01
6.499672054413861588e+03,3.464205327087600494e+02,-1.828913448854375012e+00,-6.788661786142543342e+00,6.932000000000000384e-01
6.499489163068976268e+03,3.457416665301457783e+02,-1.832558654394498721e+00,-6.793179715289126896e+00,6.932000000000000384e-01
6.499305907203536663e+03,3.450623485586168613e+02,-1.834097308773754209e+00,-6.796404380859834227e+00,6.932000000000000384e-01
6.499122497472659234e+03,3.443827081205308787e+02,-1.830700326240483955e+00,-6.793883624461948045e+00,6.932000000000000384e-01
6.498939427440035615e+03,3.437033197580846604e+02,-1.829415548322046225e+00,-6.791806722804762941e+00,6.932000000000000384e-01
6.498756485885203801e+03,3.430241390858041655e+02,-1.828481243832470904e+00,-6.796887694389180723e+00,6.932000000000000384e-01
6.498573637760820930e+03,3.423444503163652257e+02,-1.834001946256563986e+00,-6.801973175951967931e+00,6.932000000000000384e-01
6.498390237566195538e+03,3.416642529987700527e+02,-1.837379013935084515e+00,-6.799895130345321448e+00,6.932000000000000384e-01
6.498206499664802323e+03,3.409842634857355392e+02,-1.837398260822830531e+00,-6.800861317412140394e+00,6.932000000000000384e-01
6.498022759838720049e+03,3.403041773539943051e+02,-1.824745641938789298e+00,-6.801084637057911664e+00,6.932000000000000384e-01
6.497840285274525741e+03,3.396240688902885267e+02,-1.822796329552873074e+00,-6.798043134325766346e+00,6.932000000000000384e-01
6.497658005641570526e+03,3.389442645768559714e+02,-1.831999515544422641e+00,-6.798261769491181106e+00,6.932000000000000384e-01
6.497474805690016183e+03,3.382644383999068509e+02,-1.834464922981548174e+00,-6.796119188521311472e+00,6.932000000000000384e-01
6.497291359197717611e+03,3.375848264810547334e+02,-1.837641701302991981e+00,-6.797599412953857723e+00,6.932000000000000384e-01
6.497107595027587195e+03,3.369050665397593320e+02,-1.838218244544180147e+00,-6.790602128022724671e+00,6.932000000000000384e-01
6.496923773203132441e+03,3.362260063269570765e+02,-1.834650883169504088e+00,-6.791636683024274035e+00,6.932000000000000384e-01
6.496740308114815889e+03,3.355468426586546684e+02,-1.836910050841180642e+00,-6.794812030032648664e+00,6.932000000000000384e-01
6.496556617109731633e+03,3.348673614556514053e+02,-1.833052874565682000e+00,-6.798689051159091612e+00,6.932000000000000384e-01
6.496373311822275355e+03,3.341874925505355236e+02,-1.837460666230953832e+00,-6.802709654867370226e+00,6.932000000000000384e-01
6.496189565755652438e+03,3.335072215850487964e+02,-1.846462275399432640e+00,-6.796044481024664741e+00,6.932000000000000384e-01
6.496004919528112623e+03,3.328276171369463441e+02,-1.847018097743302611e+00,-6.793156248253593432e+00,6.932000000000000384e-01
6.495820217718338426e+03,3.321483015121210087e+02,-1.847558382166072377e+00,-6.791922290415688401e+00,6.932000000000000384e-01
6.495635461880121511e+03,3.314691092830794332e+02,-1.847065838995087361e+00,-6.788793811494240771e+00,6.932000000000000384e-01
6.495450755296222269e+03,3.307902299019299903e+02,-1.847642845016734148e+00,-6.782964373199555475e+00,6.932000000000000384e-01
6.495265991011720871e+03,3.301119334646100469e+02,-1.853370145790972368e+00,-6.791800320149224746e+00,6.932000000000000384e-01
6.495080653997141781e+03,3.294327534325951206e+02,-1.856726580170745766e+00,-6.792881215615532930e+00,6.932000000000000384e-01
6.494894981339124570e+03,3.287534653110335512e+02,-1.851298149390292247e+00,-6.790835647374991346e+00,6.932000000000000384e-01
6.494709851524185979e+03,3.280743817462960692e+02,-1.854627272900045920e+00,-6.788856537609317954e+00,6.932000000000000384e-01
6.494524388796896346e+03,3.273954960925351543e+02,-1.851429431305499085e+00,-6.781628242385224326e+00,6.932000000000000384e-01
6.494339245853765533e+03,3.267173332682966134e+02,-1.844766518836408853e+00,-6.788554572964081935e+00,6.932000000000000384e-01
6.494154769201882118e+03,3.260384778110001776e+02,-1.843080607080383571e+00,-6.781152432713190237e+00,6.932000000000000384e-01
6.493970461141174383e+03,3.253603625677288846e+02,-1.851432753279637744e+00,-6.783328436504247883e+00,6.932000000000000384e-01
6.493785317865846082e+03,3.246820297240784612e+02,-1.858540558445364921e+00,-6.776805832573637112e+00,6.932000000000000384e-01
6.493599463810001907e+03,3.240043491408210912e+02,-1.861634089857497898e+00,-6.774178173720372342e+00,6.932000000000000384e-01
6.493413300401016386e+03,3.233269313234490596e+02,-1.860422364347623203e+00,-6.769701204694804630e+00,6.932000000000000384e-01
6.493227258164582054e+03,3.226499612029795685e+02,-1.861632242114900748e+00,-6.763091848478372192e+00,6.932000000000000384e-01
6.493041094940370385e+03,3.219736520181317587e+02,-1.858862695626560813e+00,-6.770147207100344566e+00,6.932000000000000384e-01
6.492855208670807770e+03,3.212966372974217393e+02,-1.865534061461101789e+00,-6.760453200639455318e+00,6.932000000000000384e-01
