3.000000000000000000e+00	4.043095025441581392e+00	7.546980202448793307e+00	4.725335440596126659e+02	5.994680891997310255e+02	6.255161648708103712e+02	9.853035443108448987e+01	4.735053894749611203e+01	7.330280813454525912e+01	4.825335440596126659e+02	6.094680891997310255e+02	1.000062551616487093e+07	1.985303544310845041e+02	1.473505389474961191e+02	5.733028081345452165e+02	1.000000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+07	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	4.526631160442248220e+05	4.526631160442248220e+05	4.526631160442248220e+05	3.343753086918328790e+03	3.343753086918328790e+03	3.343753086918328790e+03	9.888771394183079266e+00	9.888771394183079266e+00	9.888771394183079266e+00	5.992280377249473711e-01	5.992280377249473711e-01	5.992280377249473711e-01
4.000000000000000000e+00	8.147487909464127043e+00	9.097064866839531305e+00	7.166249404051593501e+02	1.487504176365089847e+02	4.866090226546108397e+02	9.680502179438148858e+01	9.354818261744070185e+01	8.804856091816769492e+01	7.266249404051593501e+02	1.587504176365089847e+02	1.000048660902265459e+07	1.968050217943815028e+02	1.935481826174407161e+02	5.880485609181677091e+02	1.000000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+07	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	5.230568441704569705e+04	5.230568441704569705e+04	5.230568441704569705e+04	4.466342277670628391e+03	4.466342277670628391e+03	4.466342277670628391e+03	9.581993737455912097e+00	9.581993737455912097e+00	9.581993737455912097e+00	6.692905813492020517e-01	6.692905813492020517e-01	6.692905813492020517e-01
2.100000000000000000e+01	7.668670430885113021e+00	9.080072214517533880e+00	6.936093065450145332e+02	7.096969837930450922e+02	5.156247749661883972e+02	2.305243631688975370e+01	4.824517186709943672e+01	6.319908919881488885e+01	7.036093065450145332e+02	7.196969837930450922e+02	1.000051562477496639e+07	1.230524363168897537e+02	1.482451718670994296e+02	5.631990891988149315e+02	1.000000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+07	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	9.971194755747064482e+05	9.971194755747064482e+05	9.971194755747064482e+05	8.352067120049088771e+03	8.352067120049088771e+03	8.352067120049088771e+03	9.881151992770021764e+00	9.881151992770021764e+00	9.881151992770021764e+00	5.486001365139326902e-01	5.486001365139326902e-01	5.486001365139326902e-01
2.400000000000000000e+01	8.407040941801300349e+00	4.309146751064480085e+00	2.215423510926034680e+02	3.656610138017284726e+02	7.982991173541132639e+02	4.978610018242803648e+01	4.517678783885658333e+01	8.281356353278424365e+01	2.315423510926034680e+02	3.756610138017284726e+02	1.000079829911735468e+07	1.497861001824280436e+02	1.451767878388565691e+02	5.828135635327842010e+02	1.000000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+07	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	1.957154129775433685e+05	1.957154129775433685e+05	1.957154129775433685e+05	5.599884030046233420e+03	5.599884030046233420e+03	5.599884030046233420e+03	9.428862277891749244e+00	9.428862277891749244e+00	9.428862277891749244e+00	2.482845280408979283e-01	2.482845280408979283e-01	2.482845280408979283e-01
2.600000000000000000e+01	6.470254609121461442e+00	7.538994225054857168e+00	6.290248326962987448e+02	4.733553875761317613e+02	5.825052934848242785e+02	7.917189942534896829e+01	1.987307743488361922e+01	8.990670040544486596e+01	6.390248326962987448e+02	4.833553875761317613e+02	1.000058250529348478e+07	1.791718994253489541e+02	1.198730774348836121e+02	5.899067004054448944e+02	1.000000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+07	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	3.502411144670604263e+05	3.502411144670604263e+05	3.502411144670604263e+05	4.701436391987017487e+03	4.701436391987017487e+03	4.701436391987017487e+03	9.857351020413776865e+00	9.857351020413776865e+00	9.857351020413776865e+00	9.704247417624234373e-01	9.704247417624234373e-01	9.704247417624234373e-01
2.700000000000000000e+01	9.508716228286060002e+00	6.862658853006836424e+00	1.396058452310407176e+02	1.685738183250203406e+02	8.551100943092849320e+02	3.265449518661802841e+01	1.016951927745919093e+01	3.129156876136773491e+01	1.496058452310407176e+02	1.785738183250203406e+02	1.000085511009430885e+07	1.326544951866180213e+02	1.101695192774591874e+02	5.312915687613677846e+02	1.000000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+07	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	9.560666006292192033e+05	9.560666006292192033e+05	9.560666006292192033e+05	2.972713147649263192e+03	2.972713147649263192e+03	2.972713147649263192e+03	9.914372153226171491e+00	9.914372153226171491e+00	9.914372153226171491e+00	7.600745989012217541e-01	7.600745989012217541e-01	7.600745989012217541e-01
2.800000000000000000e+01	6.786906506740066902e+00	1.214676105334957956e+00	2.642370227231777449e+02	8.315706451895239297e+02	6.751154199425819797e+02	5.336407775301417900e+01	6.906702203558273823e+01	4.555706054961648732e+01	2.742370227231777449e+02	8.415706451895239297e+02	1.000067511541994289e+07	1.533640777530141861e+02	1.690670220355827382e+02	5.455570605496164944e+02	1.000000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+07	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	5.720059665866998694e+04	5.720059665866998694e+04	5.720059665866998694e+04	9.295967364865799027e+03	9.295967364865799027e+03	9.295967364865799027e+03	9.149389123997357487e+00	9.149389123997357487e+00	9.149389123997357487e+00	4.366631605941292404e-01	4.366631605941292404e-01	4.366631605941292404e-01
3.800000000000000000e+01	8.257729304208190513e+00	5.486807636145917044e+00	3.975148549394268684e+02	8.118881996385053981e+02	1.959226729768133737e+02	3.999415440274248112e+01	1.603139516035788859e+01	4.681969022238140354e+01	4.075148549394268684e+02	8.218881996385053981e+02	1.000019592267297767e+07	1.399941544027424811e+02	1.160313951603578886e+02	5.468196902223813822e+02	1.000000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+07	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	3.701960357149673509e+05	3.701960357149673509e+05	3.701960357149673509e+05	1.983837389626748973e+03	1.983837389626748973e+03	1.983837389626748973e+03	9.989617949198335012e+00	9.989617949198335012e+00	9.989617949198335012e+00	7.220023779884934267e-01	7.220023779884934267e-01	7.220023779884934267e-01
4.000000000000000000e+01	6.820549844535213957e+00	8.966022260243509123e+00	5.659255799762551078e+02	3.936466853344855394e+02	7.584133127398009719e+02	3.069691087124296303e+01	6.106357374954016137e+01	5.932208227576766291e+01	5.759255799762551078e+02	4.036466853344855394e+02	1.000075841331274062e+07	1.306969108712429488e+02	1.610635737495401543e+02	5.593220822757676842e+02	1.000000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+07	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	7.435996943924765219e+04	7.435996943924765219e+04	7.435996943924765219e+04	9.343343430126791645e+03	9.343343430126791645e+03	9.343343430126791645e+03	9.873908334078413063e+00	9.873908334078413063e+00	9.873908334078413063e+00	3.169885156060396891e-01	3.169885156060396891e-01	3.169885156060396891e-01
4.300000000000000000e+01	8.490023248791670696e+00	2.995747634292353023e+00	8.556605652900810810e+02	3.933692816687051277e+02	6.986746089212011839e+02	4.613403412412731086e+01	2.142014882819070465e+01	1.421039778297116385e+01	8.656605652900810810e+02	4.033692816687051277e+02	1.000069867460892163e+07	1.461340341241273109e+02	1.214201488281907046e+02	5.142103977829711994e+02	1.000000000000000000e+01	1.000000000000000000e+01	1.000000000000000000e+07	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	2.246296385643593385e+05	2.246296385643593385e+05	2.246296385643593385e+05	6.357820336656552627e+02	6.357820336656552627e+02	6.357820336656552627e+02	9.324815230239277497e+00	9.324815230239277497e+00	9.324815230239277497e+00	4.182377532850548585e-01	4.182377532850548585e-01	4.182377532850548585e-01
