1.000000000000000000e+00	-1.032787803355219722e+02
2.000000000000000000e+00	-1.103940417312949648e+03
3.000000000000000000e+00	-2.925523973393671895e+01
5.000000000000000000e+00	-1.069805807963252562e+02
6.000000000000000000e+00	-3.462987750364329145e+02
9.000000000000000000e+00	6.466270483487657650e+00
1.000000000000000000e+01	1.926399203817656769e+01
1.800000000000000000e+01	-2.558855215386833137e+01
2.100000000000000000e+01	-2.944291998995116444e+01
2.300000000000000000e+01	9.225879067448728676e+01
2.500000000000000000e+01	4.433384383647030802e+01
3.100000000000000000e+01	-1.313348732047965541e+03
3.500000000000000000e+01	-3.677344925365964627e+02
4.100000000000000000e+01	-4.136623504069094110e+02
4.600000000000000000e+01	4.940126647354009748e+01
4.700000000000000000e+01	-1.503815195499708679e+01
4.800000000000000000e+01	-1.481820607215592815e+02
4.900000000000000000e+01	-1.343012544727086777e+02
5.200000000000000000e+01	-3.609526300289893896e+01
5.300000000000000000e+01	-5.320498893691498097e+02
5.500000000000000000e+01	-9.925784868004800643e+00
5.600000000000000000e+01	-1.371034432795236455e+02
5.900000000000000000e+01	3.129246999560408682e+01
6.000000000000000000e+01	9.659127705370970318e+00
6.100000000000000000e+01	-1.576883770996925307e+02
6.700000000000000000e+01	1.353895772198348624e+01
6.800000000000000000e+01	2.636733958219945251e+01
7.000000000000000000e+01	-4.425027423809449090e+01
7.100000000000000000e+01	-3.301550730554436655e+02
7.200000000000000000e+01	-4.938902987530325390e+02
7.600000000000000000e+01	-2.271114619597806268e+02
7.700000000000000000e+01	-2.198981591179793895e+02
8.200000000000000000e+01	-1.187730750127232824e+02
8.600000000000000000e+01	-8.826511363424502861e+02
8.700000000000000000e+01	-1.028409727457301273e+02
8.800000000000000000e+01	-1.693443897175750692e+02
9.000000000000000000e+01	-1.055006386948650743e+01
9.200000000000000000e+01	4.796356804645701288e+01
9.500000000000000000e+01	1.483263782440417522e+01
9.800000000000000000e+01	-3.251299508269352714e+02
1.020000000000000000e+02	-5.216477826837381144e+02
1.040000000000000000e+02	-4.306631961819201706e+02
1.070000000000000000e+02	5.607504690838745809e+00
1.110000000000000000e+02	5.720234578357410271e+01
1.140000000000000000e+02	-2.951025069707467537e+03
1.170000000000000000e+02	-2.771550263737387013e+03
1.190000000000000000e+02	-1.466039376801093965e+02
1.230000000000000000e+02	-7.267326049387812645e+02
1.240000000000000000e+02	-9.364265006722689577e+01
1.280000000000000000e+02	-1.447309140245994854e+02
1.290000000000000000e+02	-5.630453407738409624e+02
1.310000000000000000e+02	-1.315666866024311901e+02
1.320000000000000000e+02	-4.595048791519620295e+02
1.340000000000000000e+02	-6.815903506237430065e+01
1.390000000000000000e+02	1.630755355400765438e+01
1.410000000000000000e+02	-3.568849771853369646e+01
1.420000000000000000e+02	-9.905033276322182019e+02
1.430000000000000000e+02	1.884328196107840725e+01
1.440000000000000000e+02	3.603585470126559898e+01
1.450000000000000000e+02	-1.267838358832690737e+01
1.470000000000000000e+02	-9.271854892293501962e+02
1.480000000000000000e+02	-6.617165285994909709e+02
1.490000000000000000e+02	-1.810662737716016295e+02
1.500000000000000000e+02	-4.469460301002822007e+02
1.520000000000000000e+02	-5.208743081875873031e+03
1.530000000000000000e+02	-1.828359822925236529e+02
1.550000000000000000e+02	-1.703410979579557534e+02
1.560000000000000000e+02	-2.225990078987213394e+02
1.580000000000000000e+02	-5.061137659450741788e-01
1.600000000000000000e+02	-1.586682419014348966e+02
1.620000000000000000e+02	-1.141640815709506143e+02
1.640000000000000000e+02	-1.409762894815917491e+02
1.660000000000000000e+02	-1.664220417025337326e+02
1.680000000000000000e+02	-3.901360959945578344e+01
1.710000000000000000e+02	-6.396333891105383600e+02
1.730000000000000000e+02	-1.780750589311899716e+02
1.740000000000000000e+02	-2.112856779001661778e+02
1.780000000000000000e+02	-5.810239470861270092e+02
1.810000000000000000e+02	-3.304692195055944239e+02
1.830000000000000000e+02	-7.922330574189952124e+00
1.840000000000000000e+02	-1.276623145682262219e+02
1.870000000000000000e+02	-5.210114826893060780e+01
1.930000000000000000e+02	-1.263879965416990814e+01
1.960000000000000000e+02	-1.498360974072874683e+02
1.970000000000000000e+02	-9.757691839342880868e+00
2.040000000000000000e+02	-1.662929713593085523e+02
2.060000000000000000e+02	-4.275159391786256720e+02
2.070000000000000000e+02	-2.178438281022961576e+02
2.080000000000000000e+02	-7.991228456168754235e+01
2.090000000000000000e+02	4.343927256152841032e+00
2.110000000000000000e+02	2.667762135728582251e+01
2.130000000000000000e+02	8.170182091438837446e+00
2.140000000000000000e+02	-2.363656844499844738e+03
2.150000000000000000e+02	5.492528680528461393e+01
2.160000000000000000e+02	3.655652718345474028e+01
2.180000000000000000e+02	-8.562971409466527462e+01
2.200000000000000000e+02	-1.029259912553123257e+02
2.210000000000000000e+02	-1.634443106599965461e+02
2.230000000000000000e+02	-4.094123518833092135e+02
2.260000000000000000e+02	-3.173105573108848532e+01
2.270000000000000000e+02	-4.910770681233598793e+02
2.280000000000000000e+02	-5.043814524581601511e+00
2.310000000000000000e+02	1.757701042449029671e+01
2.320000000000000000e+02	-4.053801653628288477e+02
2.330000000000000000e+02	-5.077868085395397202e+02
2.410000000000000000e+02	-3.018289128846645326e+02
2.440000000000000000e+02	7.899684724497894051e-01
2.450000000000000000e+02	1.719919912118379557e+01
2.470000000000000000e+02	5.303364213871022059e+01
2.490000000000000000e+02	-1.311354325394043485e+02
2.530000000000000000e+02	3.053106966036237679e+01
2.560000000000000000e+02	-9.874294454463561976e+01
2.610000000000000000e+02	-2.483546043578244422e+01
2.620000000000000000e+02	-2.846727903791365932e+01
2.670000000000000000e+02	-1.120815027535068964e+02
2.680000000000000000e+02	-1.584724020488797578e+02
2.700000000000000000e+02	-6.965449836660245353e+01
2.740000000000000000e+02	-1.122351911159047404e+03
2.780000000000000000e+02	-5.808166550311062792e+02
2.880000000000000000e+02	-2.198647338983831219e+02
2.890000000000000000e+02	-1.496473974207527533e+02
2.910000000000000000e+02	1.525918426037738485e+01
2.920000000000000000e+02	-9.664383147774074700e+01
2.950000000000000000e+02	-3.974239360002870853e+02
3.010000000000000000e+02	3.339143167405307366e+01
3.050000000000000000e+02	6.051036799190047333e+01
3.070000000000000000e+02	-1.240619122643015544e+02
3.080000000000000000e+02	-1.036836924178919617e+02
3.100000000000000000e+02	-2.476424777030949542e+02
3.180000000000000000e+02	-8.699535488464084665e+02
3.220000000000000000e+02	-1.461581287696987488e+02
3.230000000000000000e+02	-5.419870061484729149e+02
3.240000000000000000e+02	1.413267847165893976e+01
3.300000000000000000e+02	-4.048395724864630552e+02
3.310000000000000000e+02	-3.525694806750762496e+02
3.330000000000000000e+02	-1.427527527365382127e+02
3.340000000000000000e+02	-1.418673327114464371e+02
3.350000000000000000e+02	-6.957433204003505978e+01
3.380000000000000000e+02	-9.481998274837535234e+01
3.390000000000000000e+02	-2.438681224390667467e+03
3.430000000000000000e+02	-2.738247653677665880e+02
3.440000000000000000e+02	-4.364859897771453348e+02
3.450000000000000000e+02	-1.142008638312417759e+02
3.490000000000000000e+02	7.639503528257870357e+01
3.540000000000000000e+02	-2.891741298501058850e+02
3.560000000000000000e+02	-5.180890661889962701e+01
3.570000000000000000e+02	-1.294852968119712841e+03
3.580000000000000000e+02	-1.426739169422841655e+02
3.610000000000000000e+02	-1.327096905011626973e+02
3.640000000000000000e+02	-6.833992835770578722e+01
3.650000000000000000e+02	-1.574870724353697824e+02
3.660000000000000000e+02	-2.615854361981664624e+02
3.670000000000000000e+02	6.566520931808091710e+00
3.680000000000000000e+02	-2.880931170157012389e+02
3.740000000000000000e+02	-4.336834845451006686e+02
3.750000000000000000e+02	-3.058615634897418900e+01
3.760000000000000000e+02	-1.712038372875374250e+02
3.780000000000000000e+02	-4.948260794920649630e+01
3.790000000000000000e+02	5.013218574691408413e+00
3.820000000000000000e+02	-2.420236513009703572e+02
3.840000000000000000e+02	-1.838238613906112846e+02
3.870000000000000000e+02	-2.647553437615449923e+01
3.910000000000000000e+02	-3.815581504402832138e+02
3.970000000000000000e+02	-4.774348129080648278e+02
4.000000000000000000e+02	5.078876949524017448e+01
4.010000000000000000e+02	-1.642174333957349972e+03
4.030000000000000000e+02	-1.022622629793198890e+01
4.040000000000000000e+02	7.621315020243052629e+01
4.110000000000000000e+02	-2.217404075374344302e+03
4.130000000000000000e+02	-3.574621257696670540e+01
4.150000000000000000e+02	6.030817481708149330e+01
4.220000000000000000e+02	-2.230177049253517794e+02
4.250000000000000000e+02	-1.689733842762201448e+02
4.260000000000000000e+02	-1.233534739801660152e+01
4.280000000000000000e+02	-1.432676119516096662e+02
4.310000000000000000e+02	-7.395103847459860162e+02
4.360000000000000000e+02	-2.836788780974346125e+01
4.370000000000000000e+02	-1.503375180706420053e+02
4.380000000000000000e+02	-4.379395924472045749e+02
4.390000000000000000e+02	-8.155918366525284569e+01
4.410000000000000000e+02	-2.116926486236420715e+03
4.440000000000000000e+02	-1.032580014875958909e+02
