0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	5.319405162289505142e+02	3.023632073127303865e+00	6.075734097827988345e-01	2.234305642069755891e+02	4.363205070401926946e+02	7.167329714646861021e+02	1.119321204715143914e+01	7.043734361903528907e+01	6.092635055954553280e+01	7.234305642069755322e+02	-5.636794929598072486e+02	1.007167329714646912e+05	1.111932120471514338e+02	1.704373436190352891e+02	5.609263505595455399e+02	5.000000000000000000e+02	-1.000000000000000000e+03	1.000000000000000000e+05	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	7.966123748529035365e+05	7.966123748529035365e+05	7.966123748529035365e+05	5.868815335976439201e+03	5.868815335976439201e+03	5.868815335976439201e+03	2.049742924009445133e+00	2.049742924009445133e+00	2.049742924009445133e+00	1.899791186021708989e-01	1.899791186021708989e-01	1.899791186021708989e-01
2.000000000000000000e+00	7.298276063496116421e+02	4.743483921897241884e-01	9.971932641316496593e-01	9.852038893406753459e+02	7.585480122706081829e+02	8.075922396910202679e+02	8.403794746029689122e+01	1.702253691389785217e+01	5.536856885872781220e+01	1.485203889340675232e+03	-2.414519877293918171e+02	1.008075922396910173e+05	1.840379474602968912e+02	1.170225369138978522e+02	5.553685688587278264e+02	5.000000000000000000e+02	-1.000000000000000000e+03	1.000000000000000000e+05	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	1.911455213453407850e+04	1.911455213453407850e+04	1.911455213453407850e+04	7.818919522603344376e+03	7.818919522603344376e+03	7.818919522603344376e+03	7.992704671360535862e+00	7.992704671360535862e+00	7.992704671360535862e+00	9.501636966701084708e-01	9.501636966701084708e-01	9.501636966701084708e-01
3.000000000000000000e+00	5.163616517288038494e+02	7.764804614920286063e+00	7.161297805785404869e-01	7.992387278856571129e+02	4.614077477498594817e+02	8.351759496338517010e+02	5.845037376167924492e+01	3.795656934660549098e+01	8.646240270202473255e+01	1.299238727885657227e+03	-5.385922522501405183e+02	1.008351759496338491e+05	1.584503737616792591e+02	1.379565693466054768e+02	5.864624027020247468e+02	5.000000000000000000e+02	-1.000000000000000000e+03	1.000000000000000000e+05	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	6.441580092999214539e+05	6.441580092999214539e+05	6.441580092999214539e+05	4.303574058570239686e+03	4.303574058570239686e+03	4.303574058570239686e+03	2.955618102917167089e+00	2.955618102917167089e+00	2.955618102917167089e+00	5.122649801504300382e-02	5.122649801504300382e-02	5.122649801504300382e-02
5.000000000000000000e+00	2.137406273947665625e+01	1.644244594332412657e+00	2.229748539974592547e-01	1.072048424003089480e+02	2.698745342974101504e+02	9.688567866473091499e+02	4.392087492097378743e+01	8.067112945678681513e+01	1.175333688934877152e+01	6.072048424003089622e+02	-7.301254657025898496e+02	1.009688567866473022e+05	1.439208749209738016e+02	1.806711294567868151e+02	5.117533368893487591e+02	5.000000000000000000e+02	-1.000000000000000000e+03	1.000000000000000000e+05	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	7.146637976769091329e+05	7.146637976769091329e+05	7.146637976769091329e+05	5.784235215493375108e+03	5.784235215493375108e+03	5.784235215493375108e+03	6.337958371151060089e-01	6.337958371151060089e-01	6.337958371151060089e-01	1.235309109134860861e-01	1.235309109134860861e-01	1.235309109134860861e-01
6.000000000000000000e+00	7.061170767763269396e+02	5.095670679341253617e+00	5.506994498866454313e-01	4.526412212149734842e+02	5.506515988925498277e+02	1.767615426608747953e+02	3.671126918347341928e+01	1.313178040648396383e+01	8.071971714182684821e+01	9.526412212149734842e+02	-4.493484011074501723e+02	1.001767615426608681e+05	1.367112691834734051e+02	1.131317804064839692e+02	5.807197171418268908e+02	5.000000000000000000e+02	-1.000000000000000000e+03	1.000000000000000000e+05	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	4.615245563594909618e+05	4.615245563594909618e+05	4.615245563594909618e+05	2.228113502182966386e+03	2.228113502182966386e+03	2.228113502182966386e+03	9.307857218609550953e-01	9.307857218609550953e-01	9.307857218609550953e-01	4.828074150208536142e-01	4.828074150208536142e-01	4.828074150208536142e-01
9.000000000000000000e+00	6.506661617051971689e+02	5.733490276897820870e+00	5.219644506120187932e-01	2.856998363131822316e+02	2.365666309051029543e+02	3.040974592275624673e+02	6.390165513063175240e+01	6.399211566147737784e+01	4.198782307173404149e+01	7.856998363131822316e+02	-7.634333690948969888e+02	1.003040974592275597e+05	1.639016551306317524e+02	1.639921156614773849e+02	5.419878230717340557e+02	5.000000000000000000e+02	-1.000000000000000000e+03	1.000000000000000000e+05	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	5.541309765629704343e+05	5.541309765629704343e+05	5.541309765629704343e+05	5.321296818597578749e+03	5.321296818597578749e+03	5.321296818597578749e+03	6.177207857149016768e+00	6.177207857149016768e+00	6.177207857149016768e+00	9.654363686667460920e-02	9.654363686667460920e-02	9.654363686667460920e-02
1.000000000000000000e+01	6.456174955244958937e+02	5.226796726824367134e+00	5.569287550927034536e-01	3.873495419017036170e+02	7.478304077245140888e+02	1.963028401999621053e+02	2.592101375742453229e+01	5.532464296305862206e+01	4.161167630958156849e+01	8.873495419017035601e+02	-2.521695922754859112e+02	1.001963028401999618e+05	1.259210137574245323e+02	1.553246429630586363e+02	5.416116763095815259e+02	5.000000000000000000e+02	-1.000000000000000000e+03	1.000000000000000000e+05	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	3.090769299622974941e+05	3.090769299622974941e+05	3.090769299622974941e+05	4.569872420844737462e+03	4.569872420844737462e+03	4.569872420844737462e+03	7.860510555537296717e+00	7.860510555537296717e+00	7.860510555537296717e+00	1.852474179172048166e-02	1.852474179172048166e-02	1.852474179172048166e-02
1.800000000000000000e+01	2.673042735723059877e+02	4.603096489571921524e+00	5.791660445295684356e-01	8.393190405037883011e+02	5.339629356723950195e+02	5.236578106159706749e+02	3.406265889468368613e+01	3.787519929602960644e+01	4.214241478110488259e+01	1.339319040503788301e+03	-4.660370643276049805e+02	1.005236578106159723e+05	1.340626588946836932e+02	1.378751992960296207e+02	5.421424147811048897e+02	5.000000000000000000e+02	-1.000000000000000000e+03	1.000000000000000000e+05	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	9.366628109324077377e+04	9.366628109324077377e+04	9.366628109324077377e+04	6.745617455075810540e+03	6.745617455075810540e+03	6.745617455075810540e+03	5.613422146036318061e+00	5.613422146036318061e+00	5.613422146036318061e+00	4.795177843961389574e-01	4.795177843961389574e-01	4.795177843961389574e-01
2.100000000000000000e+01	6.477273420079005462e+01	9.361743846590469431e+00	9.595206221545967695e-01	4.522841882466574930e+02	2.456129758897519082e+02	3.642516501471842503e+02	9.310036035879571159e+01	4.609416836126616346e+01	1.544358989329481702e+01	9.522841882466575498e+02	-7.543870241102481486e+02	1.003642516501471837e+05	1.931003603587957116e+02	1.460941683612661564e+02	5.154435898932948703e+02	5.000000000000000000e+02	-1.000000000000000000e+03	1.000000000000000000e+05	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	4.105456449677837372e+04	4.105456449677837372e+04	4.105456449677837372e+04	3.317545015102651178e+03	3.317545015102651178e+03	3.317545015102651178e+03	4.394721736903252740e+00	4.394721736903252740e+00	4.394721736903252740e+00	9.768381275371329497e-02	9.768381275371329497e-02	9.768381275371329497e-02
2.300000000000000000e+01	6.900039769000750312e+02	3.053967052801748849e+00	5.993002440810111242e-01	9.817233415371905494e+02	7.765615301196207838e+02	4.499744962693231969e+02	8.768480789876825554e+01	1.700058869810164097e+01	8.723872724900731157e+01	1.481723341537190663e+03	-2.234384698803792162e+02	1.004499744962693221e+05	1.876848078987682698e+02	1.170005886981016374e+02	5.872387272490072974e+02	5.000000000000000000e+02	-1.000000000000000000e+03	1.000000000000000000e+05	1.000000000000000000e+02	1.000000000000000000e+02	5.000000000000000000e+02	2.075719426846489951e+05	2.075719426846489951e+05	2.075719426846489951e+05	1.145195263099414888e+03	1.145195263099414888e+03	1.145195263099414888e+03	7.081637004692344917e-01	7.081637004692344917e-01	7.081637004692344917e-01	2.839124198159455603e-01	2.839124198159455603e-01	2.839124198159455603e-01
